교차로명,시도,시군구,도로명,기타주소,도로등급,시행청,준공연도,교차로 유형,회전교차로 유형,로터리 유형,"스쿨존 내
위치여부",교차로 내 신호 여부,"접근로 진입부
양보선 여부",계,신규추가,누락추가,비고,위도,경도,NUMPOINTS
지산동 회전교차로,광주광역시,동구,지호로,지산동 1924,"7",행정안전부,"2014",5지,1차로형,,,,O,,,,,35.147743,126.93672,"2"
산수동 회전교차로,광주광역시,동구,동계로,산수동 494-29,"7",민간사업자,"2019",5지,1차로형,,,,O,,,,,35.153808,126.924672,"3"
풍암동 성당앞 회전교차로,광주광역시,서구,풍암순환로,풍암동227,"5",행정안전부,"2016",3지,1차로형,,,,O,,,,,35.155535,126.884748,"2"
양림오거리 교차로,광주광역시,남구,백서로,양림동 30729,"7",국토부,"2014",5지,1차로형,,,,○,,,,,35.140335,126.91569,"2"
다목적체육관 앞 회전교차로,광주광역시,남구,화산로,진월동 391,"5",행정안전부,"2016",4지,1차로형,,,,○,,,,,35.114704,126.908161,"2"
용전,광주광역시,북구,용전마을길,용전동 89335,"7",행정안전부,"2014",4지,1차로형,,,,O,,,,,35.237126,126.894881,"0"
운암블루시안아파트,광주광역시,북구,동운로,운암동 77914,"7",지자체,"2011",4지,1차로형,,O,,O,,,,,35.173613,126.874477,"0"
로케트전기 앞,광주광역시,북구,양산로,일곡동 산1784,"5",행정안전부,"2018",3지,2차로형,,,,O,,,,,35.204453,126.883985,"5"
산정중학교 앞 ,광주광역시,광산구,용아로 297번길,산정동 1117,"7",행정안전부,"2014",3지,소형,,O,,O,,,,,35.17039,126.800133,"1"
첨단중학교 앞,광주광역시,광산구,산월로,월계동 8647,"7",행정안전부,"2016",3지,소형,,O,,O,,,,,35.208897,126.837168,"0"
평동산단,광주광역시,광산구,평동산단1번로,옥동 878-18,"7",행정안전부,"2019",3지,소형,,,,O,1,"1",,,35.135856,126.756163,"0"
수자원연구소앞삼거리,대전광역시,유성구,엑스포로 539번길,전민동 4628,구도,행정안전부,"2011",3지,1차로형,,,,O,,,,,36.405636,127.39767,"1"
태광산업중앙연구소앞네거리,대전광역시,유성구,엑스포로,전민동 35614,구도,지자체,"2011",4지,2차로형,,,,O,,,,,36.404449,127.404647,"2"
사정동 동물원 삼거리,대전광역시,중구,산서로,사정동 58680,광역시도,행정안전부,"2012",3지,2차로형,,,,O,,,,,36.290608,127.388097,"0"
가양비래공원삼거리,대전광역시,동구,신상로,비래동 73,광역시도,행정안전부,"2012",3지,1차로형,,,,,,,,,36.355312,127.459314,"2"
공주말오거리,대전광역시,동구,산내로,삼괴동 114,구도,행정안전부,"2013",5지,1차로형,,,,O,,,,,36.251965,127.477315,"3"
갑천야구공원앞삼거리,대전광역시,대덕구,대덕대로1277번길,문평동 419,광역시도,행정안전부,"2015",4지,1차로형,,,,O,,,,,36.439273,127.393793,"1"
갑천중삼거리,대전광역시,서구,월평동로,월평동 1507,광역시도,행정안전부,"2017",3지,2차로형,,O,,O,,,,,36.362302,127.36842,"7"
삼복한정식앞삼거리,대전광역시,유성구,대학로,봉명동 603,광역시도,지자체,"2018",3지,1차로형,,,,O,1,,"1",,36.357706,127.341312,"2"
가수원 은하아파트 앞,대전광역시,서구,벌곡로,가수원동 735,구도,지자체,"2013",3지,1차로형,,,,O,1,,"1",,36.296223,127.355328,"0"
엑스포1단지아파트 앞,대전광역시,유성구,엑스포로,전민동 791-34,광역시도,지자체,미상,5지,1차로형,,,,O,1,,"1",,36.404476,127.4046,"2"
태화로터리,울산광역시,남구,봉월로,"175",광역시도,지자체,"2000",5지,,"5차로
(신호운영)",,O,,,,,,35.548847,129.308061,"32"
신복로터리,울산광역시,남구,삼호로,"2",광역시도,지자체,"2000",5지,,"4차로
(신호운영)",,O,,,,,,35.550085,129.26383,"29"
공업탑로터리,울산광역시,남구,문수로,"488",광역시도,지자체,"2000",5지,,"4차로
(신호운영)",,O,,,,,,35.532279,129.307542,"25"
서동로터리,울산광역시,중구,북부순환도로,836-1,광역시도,LH,"2017",4지,,"4차로
(신호운영)",,O,,,,,,35.579048,129.341878,"30"
신현교차로,울산광역시,북구,무룡로,"937",구도,구)국민안전처,"2010",3지,소형,,,,O,,,,,35.603978,129.432246,"1"
동상삼거리,울산광역시,울주군,"온양읍
남창리","197",군도,구)국민안전처,"2010",3지,소형,,,,O,,,,,35.422816,129.280786,"0"
간절곶삼거리,울산광역시,울주군,간절곶1길,"46",군도,구)국민안전처,"2010",3지,소형,,,,O,,,,,35.358418,129.360639,"0"
태화강대공원입구,울산광역시,중구,신기길,"113",구도,구)국민안전처,"2010",3지,소형,,,,O,,,,,35.550781,129.299345,"1"
구미사거리,울산광역시,울주군,"두동면
구미리","562",군도,구)국민안전처,"2010",4지,소형,,,,O,,,,,35.655928,129.199007,"0"
사촌삼거리,울산광역시,울주군,"삼동면
하잠리","8151",군도,구)국민안전처,"2010",3지,소형,,,,O,,,,,35.520032,129.156428,"1"
남울산우체국앞,울산광역시,남구,월평로,"209",구도,구)국민안전처,"2011",4지,소형,,,,O,,,,,35.546326,129.328121,"3"
도산교삼거리,울산광역시,남구,도산로,77번길4,구도,구)국민안전처,"2011",3지,소형,,O,,O,,,,,35.531398,129.32393,"3"
강동삼거리,울산광역시,북구,무룡로,"1123",구도,구)국민안전처,"2011",4지,소형,,,,O,,,,,35.614991,129.447948,"2"
일산진삼거리,울산광역시,동구,해수욕장길,"27",구도,구)국민안전처,"2011",3지,소형,,,,O,,,,,35.496354,129.430326,"3"
덕현삼거리,울산광역시,울주군,운문로,"256",군도,구)국민안전처,"2011",3지,1차로형,,,,O,,,,,35.618905,129.048402,"1"
(구)우정삼거리,울산광역시,중구,중앙길,"14",구도,구)국민안전처,"2012",3지,소형,,,,O,,,,,35.553296,129.314863,"6"
성안동오거리,울산광역시,중구,함월1길,"118",구도,구)국민안전처,"2012",5지,소형,,,,O,,,,,35.57476,129.303599,"1"
석리삼거리,울산광역시,울주군,운문로,"3",군도,구)국민안전처,"2012",3지,소형,,,,O,,,,,35.61714,129.047522,"0"
행정교차로,울산광역시,울주군,석남로,"625",군도,구)국민안전처,"2012",3지,소형,,,,O,,,,,35.616444,129.046745,"0"
천상1교 사거리,울산광역시,울주군,송현길,"83",군도,구)국민안전처,"2013",4지,소형,,,,O,,,,,35.568155,129.232036,"4"
송대교차로,울산광역시,울주군,읍성로,"81",군도,구)국민안전처,"2013",3지,소형,,,,O,,,,,35.570346,129.118647,"0"
삼성사택사거리,울산광역시,울주군,읍성로,"55",군도,구)국민안전처,"2013",4지,소형,,,,O,,,,,35.568443,129.118131,"1"
현대아파트 사거리,울산광역시,남구,월평로,"238",구도,지자체,"2013",4지,소형,,,,O,,,,,35.531392,129.323911,"3"
옥현1교 사거리,울산광역시,남구,옥현로,"91",구도,지자체,"2013",3지,소형,,,,O,,,,,35.544672,129.26155,"3"
언양맨션사거리,울산광역시,울주군,헌양길,"170",군도,구)국민안전처,"2014",4지,소형,,,,O,,,,,35.566995,129.117743,"5"
주전사거리,울산광역시,동구,주전동,"6481",구도,지자체,"2014",4지,1차로형,,,,O,,,,,35.553156,129.452935,"2"
울산대학병원사거리,울산광역시,동구,방어진순환도로,"877",구도,구)국민안전처,"2015",4지,소형,,,,O,,,,,35.520197,129.429955,"3"
대왕암사거리,울산광역시,동구,동진로,"87",구도,행정안전부,"2017",4지,1차로형,,,,O,,,,,35.489495,129.432835,"0"
대왕암 엘크루 앞,울산광역시,동구,등대4길,방어동 100-4,구도,지자체,"2019",4지,소형,,,,O,1,"1",,,35.488363,129.429014,"0"
조치원역 교차로,세종시,조치원읍,,원리 14,"8",지자체,"2009",3지,2차로형,,,,O,,,,,36.60117,127.296982,"5"
농협사거리 교차로,세종시,조치원읍,,원리 14,"8",지자체,"2010",4지,1차로형,,,,O,,,,,36.601302,127.298109,"5"
발산삼거리,세종시,금남면,,발산리 308,"8",지자체,"2011",3지,1차로형,,,,O,,,,,36.459202,127.28077,"1"
부용삼거리,세종시,부강면,,부강리 536-1,"3",지자체,"2011",3지,1차로형,,,,O,,,,,36.527668,127.372673,"3"
죽림오거리 교차로,세종시,조치원읍,,죽림리 379-30,"8",행정안전부,"2012",5지,2차로형,,,,O,,,,,36.592253,127.298588,"10"
용암삼거리,세종시,연서면,,용암리 315-25,"3",지자체,"2012",3지,1차로형,,,,O,,,,,36.598724,127.227046,"0"
원성교삼거리,세종시,전의면,,서정리 167-7,"3",행정안전부,"2013",3지,1차로형,,,,O,,,,,36.681966,127.194567,"0"
관정삼거리,세종시,전의면,,관정리 678,"3",행정안전부,"2014",3지,2차로형,,,,O,,,,,36.709354,127.210613,"0"
문곡삼거리,세종시,부강면,,문곡리 1166-2,"3",행정안전부,"2015",3지,1차로형,,,,O,,,,,36.527104,127.374309,"2"
봉암교삼거리,세종시,연서면,,봉암리 680-11,"3",행정안전부,"2016",3지,1차로형,,,,O,,,,,36.555775,127.277307,"1"
미꾸지삼거리,세종시,연동면,,예양리 18-6,"3",행정안전부,"2017",3지,1차로형,,,,O,,,,,36.580469,127.322364,"1"
세종1,세종시,고운동,"마음안로, 만남로",,"8",LH공사,"2014",4지,2차로형,,O,,O,,,,,36.51742,127.239328,"5"
세종2,세종시,고운동,"마음안로,마음안1로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.516928,127.235831,"0"
세종3,세종시,고운동,"마음안로, 마음안2로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.516203,127.234302,"0"
세종4,세종시,고운동,"마음안로,마음안1로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.514552,127.233067,"0"
세종5,세종시,고운동,마음안로,,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.511026,127.233835,"0"
세종6,세종시,고운동,마음안로,,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.507511,127.235713,"1"
세종7,세종시,고운동,"마음안로, 만남로",,"8",LH공사,"2014",4지,2차로형,,,,O,,,,,36.505757,127.238755,"6"
세종8,세종시,고운동,"절재로, 만남로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.508886,127.239319,"0"
세종9,세종시,고운동,"만남로, 보듬3로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.51202,127.239817,"1"
세종10,세종시,고운동,"만남로, 고운뜰8길",,"8",LH공사,"2014",3지,2차로형,,O,,O,,,,,36.515089,127.239335,"0"
세종11,세종시,아름동,아름서1길,,"8",민간사업자,"2015",3지,소형,,,,O,,,,,36.510757,127.242902,"0"
세종12,세종시,다정동,"다정북로, 다정서로",,"8",LH공사,"2017",4지,2차로형,,O,,O,,,,,36.496047,127.244839,"1"
세종13,세종시,다정동,"다정남로, 다정서로",,"8",LH공사,"2017",4지,2차로형,,O,,O,,,,,36.493408,127.245277,"0"
세종14,세종시,새롬동,"새롬다정로, 세종로",,"2",LH공사,"2017",4지,2차로형,,,,O,,,,,36.489173,127.243492,"2"
세종15,세종시,새롬동,"새롬다정로, 새롬서로",,"8",LH공사,"2017",4지,2차로형,,,,O,,,,,36.49003,127.24682,"1"
세종16,세종시,새롬동,"새롬다정로, 새롬중앙로",,"8",LH공사,"2017",4지,2차로형,,,,O,,,,,36.490587,127.24986,"1"
세종17,세종시,새롬동,"새롬다정로, 새롬로",,"8",LH공사,"2017",4지,2차로형,,,,O,,,,,36.490843,127.254298,"0"
세종18,세종시,새롬동,"새롬서로, 새롬북로",,"8",LH공사,"2017",4지,2차로형,,O,,O,,,,,36.486852,127.247993,"4"
세종19,세종시,새롬동,"새롬서로, 새롬남로",,"8",LH공사,"2017",4지,2차로형,,O,,O,,,,,36.483031,127.249615,"1"
세종20,세종시,한솔동,"어울로, 세종로",,"2",LH공사,"2017",4지,2차로형,,,,O,,,,,36.479356,127.246256,"2"
세종21,세종시,대평동,"시청대로, 대평로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.474948,127.275702,"0"
세종22,세종시,보람동,"시청대로, 보람서로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.476637,127.279442,"1"
세종23,세종시,보람동,"시청대로, 보람2길",,"8",LH공사,"2014",3지,2차로형,,O,,O,,,,,36.478068,127.282841,"1"
세종24,세종시,보람동,"시청대로, 보람동로",,"8",LH공사,"2014",3지,2차로형,,,,O,,,,,36.482337,127.292605,"1"
세종25,세종시,소담동,"시청대로, 소담2로",,"8",LH공사,"2013",3지,2차로형,,O,,O,,,,,36.485934,127.295935,"1"
세종26,세종시,소담동,"시청대로, 소담로",,"8",LH공사,"2013",3지,2차로형,,O,,O,,,,,36.488386,127.29739,"1"
세종27,세종시,소담동,"시청대로, 국책연구원2로",,"8",LH공사,"2013",3지,2차로형,,,,O,,,,,36.491649,127.299591,"1"
세종28,세종시,반곡동,"시청대로, 반곡로",,"8",LH공사,"2016",3지,2차로형,,,,O,,,,,36.499514,127.306908,"0"
세종29,세종시,반곡동,"시청대로, 반곡로",,"8",LH공사,"2016",4지,2차로형,,,,O,,,,,36.500292,127.31624,"0"
세종30,세종시,어진동,"도움8로,다솜로",,"8",지자체,"2019",4지,2차로형,,,,O,1,"1",,,36.503709,127.272109,"3"
태평교차로,경기도,의정부시,태평로,의정부동 215-5,"5",행정안전부,"2012",4지,1차로형,,,,O,,,,,37.747119,127.049942,"4"
송현고앞회전교차로,경기도,의정부시,송현로,민락동774,"5",행정안전부,"2013",3지,1차로형,,,,O,,,,,37.74711,127.049908,"4"
빙상장앞회전교차로,경기도,의정부시,체육로,녹양동284-3,"5",행정안전부,"2014",5지,1차로형,,,,O,,,,,37.744641,127.090074,"1"
발곡근린공원앞회전교차로,경기도,의정부시,장곡로,신곡동 741-2,"5",행정안전부,"2019",3지,1차로형,,,,O,,,,,37.728887,127.053789,"1"
퀸즈파크앞사거리,경기도,부천시,옥길로,117번길,"5",LH공사,"2016",4지,2차로형,,,,O,,,,,37.466762,126.821969,"1"
명지대학교입구,경기도,용인시 처인구,명지로,남동 614-7,"5",지자체,"1997",5지,1차로형,,,,,,,,,37.224965,127.187791,"0"
원천교차로,경기도,용인시 처인구,백자로,이동면 천리 962,"4",행정안전부,"2013",5지,1차로형,,,,O,,,,,37.196479,127.199708,"4"
포곡중학교사거리,경기도,용인시 처인구,에버랜드로,포곡읍 전대리 110-7,"5",행정안전부,"2014",4지,1차로형,,,,O,,,,,37.280067,127.223503,"4"
에버랜드 입구,경기도,용인시 처인구,에버랜드로,포곡읍 전대리 322-5,"5",지자체,"2002",4지,2차로형,,,,,,,,,37.287829,127.217221,"4"
전대교앞 교차로,경기도,용인시 처인구,에버랜드로,포곡읍 전대리 332,"4",지자체,"2002",5지,2차로형,,,,,,,,,37.289285,127.215276,"5"
수포교앞삼거리,경기도,용인시 처인구,포곡로,유방동 197-3,"5",지자체,"2016",5지,1차로형,,,,O,,,,,37.266424,127.211959,"7"
제일교회사거리,경기도,용인시 처인구,금령로,마평동 627-15,"5",지자체,"2017",4지,1차로형,,,,O,,,,,37.234787,127.21336,"14"
주북교앞삼거리,경기도,용인시 처인구,한터로,고림동 212-1,"5",지자체,"2017",3지,1차로형,,,,O,,,,,37.251121,127.233369,"3"
원삼1교차로,경기도,용인시 처인구,보개원삼로,독성리 567-1,"4",지자체,"2017",4지,1차로형,,,,O,,,,,37.160999,127.317395,"2"
골드푸르지오 삼거리,경기도,용인시 처인구,단지로,역북동 740,"5",지자체,"2017",3지,1차로형,,,,O,,,,,37.231122,127.184086,"0"
송담대삼거리,경기도,용인시 처인구,동부로,마평동 542-1,"4",지자체,"2015",3지,1차로형,,,,O,,,,,37.226761,127.217434,"2"
도담마을7단지 뜨리에체아파트 후문,경기도,용인시 수지구,푸른솔로,죽전동 1420,"5",지자체,"2005",3지,1차로형,,,,,,,,,37.325038,127.115628,"1"
성복효성래링텅입구삼거리,경기도,용인시 수지구,성복1로,성복동 579-3,"5",지자체,"2018",3지,1차로형,,,,O,,,,,37.324527,127.055201,"0"
상하동 지석초교 입구,경기도,용인시 기흥구,어정로,상하동 684,"5",지자체,"2010",4지,소형,,O,O,O,,,,,37.269785,127.137602,"0"
기흥TG,경기도,용인시 기흥구,기흥단지로,고매동 485-17,"5",지자체,"2014",5지,2차로형,,,O,,,,,,37.22165,127.10322,"27"
대우프런티어밸리 앞,경기도,용인시 기흥구,동백중앙로,중동 1026-1,"5",지자체,"2007",3지,소형,,,,,,,,,37.257231,127.165481,"0"
초당고등학교 앞,경기도,용인시 기흥구,동백중앙로,중동 1034-1,"5",지자체,"2015",3지,소형,,,O,,,,,,37.258312,127.164398,"1"
은혜샘물교회입구삼거리,경기도,용인시 기흥구,연동로, 상하동 506-12 ,"5",지자체,"2014",3지,1차로형,,,,,,,,,37.281613,127.142117,"0"
영통영락교회 앞,경기도,용인시 기흥구,서그내로62,서천동 384-4,"5",지자체,"2018",4지,1차로형,,,,O,,,,,37.242757,127.068215,"1"
마북kcc입구교차로,경기도,용인시 기흥구,마북로,마북동 65-11,"5",지자체,"2018",3지,1차로형,,,,O,,,,,37.309091,127.130977,"0"
진목교차로,경기도,용인신 처인구,남사면,진목리 145-3,"4",지자체,"2017",4지,1+2차로형,,O,O,O,,,,,37.102744,127.137671,"8"
사암삼거리,경기도,용인시 처인구,원양로,사암리 157-3,"4",지자체,"2018",3지,1차로형,,,,O,,,,,37.180875,127.306258,"3"
