"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자
F5631,서울특별시,동대문구,특별시도,,한천로,2,서울특별시 동대문구 한천로 425-1,,37.5985730000,127.0676100000,쌍용@104동 건너편,2,30,,,2,2010,서울지방경찰청,02-700-5031,2020-05-31
F5632,서울특별시,성북구,특별시도,,정릉로,1,서울특별시 성북구 정릉로,서울특별시 성북구 하월곡동 104-225,37.6037620000,127.0317760000,종암사거리R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5633,서울특별시,강북구,특별시도,,한천로,1,서울특별시 강북구 한천로,서울특별시 강북구 번동 612-3,37.6267510000,127.0474270000,번3동주민센터교차로,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5634,서울특별시,광진구,일반국도,3번,천호대로,2,서울특별시 광진구 천호대로 636,,37.5532510000,127.0882900000,아차산역 삼거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5636,서울특별시,종로구,특별시도,,진흥로,2,서울특별시 진흥로 477,,37.6055260000,126.9605100000,신영119안전센터 건너편,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5637,서울특별시,관악구,특별시도,,봉천로,2,서울특별시 관악구 봉천로 482,,37.4818030000,126.9533960000,봉천R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5639,서울특별시,중구,특별시도,,퇴계로,2,서울특별시 중구 퇴계로 100,,37.5604230000,126.9826630000,회현R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5641,서울특별시,마포구,특별시도,,월드컵북로,1,서울특별시 마포구 월드컵북로 361,,37.5771720000,126.8923490000,상암초교교차로,2,50,,,2,2010,서울지방경찰청,02-700-5031,2020-05-31
F5643,서울특별시,영등포구,특별시도,,선유로,1,서울특별시 영등포구 선유로,서울특별시 영등포구 양평동4가 157-1,37.5360080000,126.8981540000,양평동4R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5644,서울특별시,구로구,특별시도,,가마,1,서울특별시 구로구 가마산로,서울특별시 구로구 구로동 68-1,37.4974410000,126.8933950000,거리공원오거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5645,서울특별시,구로구,일반국도,46번,경인로,2,서울특별시 구로구 경인로 334,,37.4972050000,126.8566630000,개봉4R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5646,서울특별시,서초구,특별시도,,남부순환로,2,서울특별시 서초구 남부순환로,서울특별시 서초구 서초동 산 52-16,37.4827340000,127.0219270000,JW타워건너편,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5647,서울특별시,마포구,일반국도,6번,신촌로,1,서울특별시 마포구 신촌로 106,,37.5545990000,126.9371320000,신촌5R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5648,서울특별시,서대문구,특별시도,,통일로,1,서울특별시 서대문구 통일로 416,,37.5864920000,126.9469880000,홍제3R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5864,서울특별시,강서구,일반국도,6번,공항대로,1,서울특별시 강서구 공항대로 432,,37.5552370000,126.8548330000,하이웨이주유소 건너편,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5865,서울특별시,양천구,특별시도,,오목로,1,서울특별시 양천구 오목로,서울특별시 양천구 신월동 519-1,37.5214930000,126.8402720000,강서초교사거리,2,30,,,2,2010,서울지방경찰청,02-700-5031,2020-05-31
F5866,서울특별시,강서구,특별시도,,방화대로,1,서울특별시 강서구 방화대로 319,,37.5692740000,126.8166360000,송화초등학교앞,2,50,,,2,2010,서울지방경찰청,02-700-5031,2020-05-31
F5867,서울특별시,강서구,일반국도,6번,공항대로,1,서울특별시 강서구 공항대로 521,,37.5516310000,126.8641540000,등촌삼거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5868,서울특별시,강서구,특별시도,,강서로,2,서울특별시 강서구 강서로 63,,37.5333280000,126.8455490000,화곡터널입구R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5869,서울특별시,양천구,특별시도,,국회대로,2,서울특별시 양천구 국회대로,서울특별시 양천구 목동 882,37.5296110000,126.8645580000,홍익병원사거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5870,서울특별시,양천구,특별시도,,남부순환로,1,서울특별시 양천구 남부순환로,서울특별시 양천구 신월동 28-7,37.5394930000,126.8261520000,화곡로입구R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5871,서울특별시,양천구,특별시도,,신월로,1,서울특별시 양천구 신월로 200,,37.5199460000,126.8445530000,신신월주유소 건너편,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5872,서울특별시,양천구,특별시도,,안양천로,2,서울특별시 양천구 안양천로,서울특별시 양천구 신정동 330-8,37.5132410000,126.8751660000,목일중교앞,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5873,서울특별시,양천구,특별시도,,중앙로,1,서울특별시 양천구 중앙로,서울특별시 양천구 신정동 1093,37.5211710000,126.8525270000,신정네거리역R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5874,서울특별시,양천구,특별시도,,목동로,2,서울특별시 양천구 목동로 193,,37.5259290000,126.8641130000,목동5R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5876,서울특별시,구로구,특별시도,,공원로,2,서울특별시 구로구 공원로,서울특별시 구로구 구로동 50,37.5040060000,126.8874000000,미래초교앞교차로,2,50,,,2,2010,서울지방경찰청,02-700-5031,2020-05-31
F5878,서울특별시,구로구,일반국도,46번,경인로,2,서울특별시 구로구 경인로 558,,37.5026460000,126.8798590000,구로역R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5880,서울특별시,구로구,일반국도,46번,경인로,2,서울특별시 구로구 경인로,서울특별시 구로구 신도림동 410-22,37.5058720000,126.8834390000,신도림6차e편한세상902동앞,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5881,서울특별시,금천구,특별시도,,시흥대로,2,서울특별시 금천구 시흥대로 399,,37.4694170000,126.8976490000,금천우체국R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5883,서울특별시,영등포구,특별시도,,도신로,1,서울특별시 영등포구 도신로,서울특별시 영등포구 신길동 362-1,37.5066380000,126.9017160000,도림사거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5884,서울특별시,영등포구,특별시도,,시흥대로,2,서울특별시 영등포구 시흥대로,서울특별시 영등포구 대림동 952-2,37.4927600000,126.9093170000,대림삼거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5885,서울특별시,양천구,특별시도,,안양천로,1,서울특별시 양천구 안양천로,서울특별시 양천구 신정동 871-46,37.5207990000,126.8781980000,목동현대@104동 건너편,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5886,서울특별시,동작구,특별시도,,양녕로,2,서울특별시 동작구 양녕로 273,,37.5040970000,126.9489540000,상도터널남단,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5887,서울특별시,동작구,특별시도,,상도로,2,서울특별시 동작구 상도로,서울특별시 동작구 상도1동 702-1,37.5028830000,126.9478740000,상도역R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5888,서울특별시,동작구,특별시도,,사당로,1,서울특별시 동작구 사당로,서울특별시 동작구 사당동 323-26,37.4838660000,126.9771470000,남성초교 교차로,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5889,서울특별시,동작구,특별시도,,사당로,1,서울특별시 동작구 사당로 8-1,,37.4954750000,126.9565080000,숭실대형남공학관앞,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5890,서울특별시,동작구,특별시도,,상도로,1,서울특별시 동작구 상도로 293,,37.5015490000,126.9492620000,GS25상도역점앞,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5891,서울특별시,동작구,특별시도,,여의대방로,1,서울특별시 동작구 여의대방로 128,,37.4985140000,126.9204130000,대방천R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5892,서울특별시,관악구,특별시도,,남부순환로,1,서울특별시 관악구 남부순환로 1897,,37.4787070000,126.9599320000,낙성대입구R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5893,서울특별시,동작구,특별시도,,남부순환로,1,서울특별시 동작구 남부순환로 2059,,37.4768330000,126.9775370000,신한은행앞,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5894,서울특별시,관악구,특별시도,,남부순환로,2,서울특별시 관악구 남부순환로 1860,,37.4797600000,126.9560850000,원당초교입구R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5895,서울특별시,관악구,특별시도,,남부순환로,1,서울특별시 관악구 남부순환로 1817,,37.4815450000,126.9523100000,서울대입구역,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5896,서울특별시,관악구,특별시도,,호암로,1,서울특별시 관악구 호암로 520,,37.4639690000,126.9317560000,벽산블루밍아파트101동 앞,2,40,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5897,서울특별시,관악구,특별시도,,남부순환로,2,서울특별시 관악구 남부순환로,서울특별시 관악구 신림동 538-2,37.4819900000,126.9143430000,난곡R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5898,서울특별시,마포구,특별시도,,마포대로,2,서울특별시 마포구 마포대로 53,,37.5413720000,126.9480280000,가든호텔건너편,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5899,서울특별시,마포구,일반국도,6번,양화로,1,서울특별시 마포구 양화로 196,,37.5588620000,126.9265130000,동교동삼거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5900,서울특별시,마포구,특별시도,,독막로,2,서울특별시 마포구 독막로 146,,37.5474510000,126.9298680000,서강쌍용예가@112동 건너편,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5901,서울특별시,마포구,특별시도,,월드컵로,2,서울특별시 마포구 월드컵로,서울특별시 마포구 상암동 1731-9,37.5726610000,126.8880650000,월드컵파크3단지R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5902,서울특별시,마포구,특별시도,,월드컵북로,2,서울특별시 마포구 월드컵북로,서울특별시 마포구 상암동 1715-21,37.5795670000,126.8879330000,월드컵파크5단지R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5904,서울특별시,마포구,일반국도,48번,성산로,1,서울특별시 마포구 성산로,서울특별시 마포구 성산동 279-24,37.5629210000,126.9042050000,마포구청역사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5905,서울특별시,마포구,일반국도,1번,증산로,2,서울특별시 마포구 증산로 32,,37.5675290000,126.8931790000,월드컵경기장R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5906,서울특별시,마포구,일반국도,6번,마포대로,2,서울특별시 마포구 마포대로 247,,37.5568080000,126.9585700000,아현교차로,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5907,서울특별시,마포구,일반국도,6번,양화로,1,서울특별시 마포구 양화로 42,,37.5491580000,126.9137500000,합정역R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5908,서울특별시,마포구,특별시도,,월드컵북로,1,서울특별시 마포구 월드컵북로 74,,37.5604960000,126.9163000000,경성고교입구R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5909,서울특별시,서대문구,일반국도,6번,신촌로,1,서울특별시 서대문구 신촌로 145,,37.5567570000,126.9425890000,신촌기차역입구R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5911,서울특별시,서대문구,특별시도,,응암로,2,서울특별시 서대문구 응암로 107,,37.5823650000,126.9130220000,북가좌사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5912,서울특별시,서대문구,특별시도,,연희로,2,서울특별시 서대문구 연희로 59,,37.5639960000,126.9286590000,연희IC,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5913,서울특별시,서대문구,특별시도,,연희로,2,서울특별시 서대문구 연희로 173,,37.5727540000,126.9353500000,서대문소방서건너편,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5914,서울특별시,서대문구,특별시도,,통일로,2,서울특별시 서대문구 통일로 113,,37.5655640000,126.9668320000,서대문역R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5916,서울특별시,영등포구,일반국도,46번,도림로,2,서울특별시 영등포구 도림로 415,,37.5130430000,126.8967720000,문래동R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5917,서울특별시,은평구,특별시도,,통일로,1,서울특별시 은평구 통일로,서울특별시 은평구 불광동 285-43,37.6091050000,126.9313890000,서울혁신파크교차로,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5918,서울특별시,은평구,특별시도,,통일로,2,서울특별시 은평구 통일로 731,,37.6107370000,126.9294880000,불광역R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5921,서울특별시,은평구,일반국도,1번,증산로,1,서울특별시 은평구 증산로 413,,37.5927660000,126.9141540000,새절역R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5922,서울특별시,은평구,특별시도,,통일로,2,서울특별시 은평구 통일로 603,,37.6005550000,126.9357820000,녹번역삼거리,2,50,,,2,2010,서울지방경찰청,02-700-5031,2020-05-31
F5923,서울특별시,종로구,특별시도,,통일로,1,서울특별시 종로구 통일로 220,,37.5724860000,126.9602510000,독립문R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5924,서울특별시,종로구,특별시도,,진흥로,2,서울특별시 종로구 진흥로 432,,37.6081120000,126.9570410000,구기터널삼거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5925,서울특별시,종로구,특별시도,,율곡로,1,서울특별시 종로구 율곡로 166,,37.5761530000,126.9969550000,원남동R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5926,서울특별시,노원구,특별시도,,화랑로,1,서울특별시 노원구 화랑로 556,,37.6215070000,127.0874430000,화랑대R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5928,서울특별시,용산구,특별시도,,녹사평대로,2,서울특별시 용산구 녹사평대로,서울특별시 용산구 동빙고동 306-2,37.5272940000,126.9914540000,52게이트앞 삼거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5929,서울특별시,용산구,특별시도,,녹사평대로,2,서울특별시 용산구 녹사평대로 234,,37.5382700000,126.9866360000,재정관리단R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5930,서울특별시,용산구,특별시도,,한강대로,1,서울특별시 용산구 한강대로 26,,37.5225500000,126.9622570000,한강대교북단R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
F5931,서울특별시,용산구,특별시도,,녹사평대로,1,서울특별시 용산구 녹사평대로 234,,37.5384720000,126.9870240000,재정관리단앞R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31
